d,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7313632206,dothan,16886,2019,hyundai,ioniq hybrid sel,,,hybrid,42672,clean,automatic,,,,,,al
7313616259,dothan,25737,2020,ford,escape sel suv,,,gas,15,clean,automatic,,,,,,al
7313451714,dothan,27990,2012,toyota,tacoma double cab pickup,good,6 cylinders,gas,67245,clean,other,5TFLU4EN4CX030112,4wd,,pickup,silver,al
7313394482,dothan,36990,2016,gmc,sierra 2500 hd double cab,good,8 cylinders,gas,23190,clean,other,1GT22REG1GZ401351,4wd,,pickup,black,al
7313368672,dothan,34990,2018,ram,1500 crew cab slt pickup 4d,good,6 cylinders,gas,20894,clean,other,1C6RR7LG4JS272305,4wd,,pickup,silver,al
7313362653,dothan,6900,2009,,volkwagen beetle convertible,excellent,5 cylinders,gas,89000,clean,automatic,3VWSF31Y69M412685,fwd,mid-size,convertible,silver,al
7313325127,dothan,25990,2019,ram,1500 classic regular cab,good,8 cylinders,gas,12302,clean,other,3C6JR6DT3KG560649,,,pickup,white,al
7313321886,dothan,2000,1991,pontiac,firebird,,,gas,178821,clean,manual,,,,,,al
7313318427,dothan,3800,1997,ford,crown victoria,,,gas,69017,clean,automatic,,,,,,al
7313315318,dothan,2800,2003,volvo,v70 wagon,,,gas,131692,clean,automatic,,,,,,al
7313311846,dothan,19256,2019,nissan,rogue s suv,,,gas,35071,clean,automatic,,,,,,al
7313278639,dothan,25590,2015,gmc,sierra 1500 regular cab,good,6 cylinders,other,35290,clean,other,1GTN1TEH9FZ243281,,,pickup,white,al
7313246699,dothan,32500,2018,ford,f-150,like new,6 cylinders,gas,47000,lien,automatic,,rwd,full-size,truck,white,al
7313149330,dothan,14000,1958,chevrolet,astro van,excellent,8 cylinders,gas,77000,clean,automatic,,,full-size,,brown,al
7313130931,dothan,51910,2020,ford,f150 lariat,,,gas,15168,clean,automatic,,,,,,al
7313087943,dothan,34978,2018,ford,f150 xlt 4wd f-150 4x4,,,gas,55060,clean,automatic,,,,,,al
7312973645,dothan,44998,2020,ford,explorer limited suv,,,gas,64,clean,automatic,,,,,,al
7312892394,dothan,32990,2019,chevrolet,silverado 1500 ld,good,,other,6897,clean,other,2GCVKNEC8K1187169,,,pickup,black,al
7312892310,dothan,38590,2019,ford,mustang gt coupe 2d,good,,other,17057,clean,other,1FA6P8CF2K5116090,rwd,,coupe,,al
7312866721,dothan,31646,2020,chevrolet,blazer lt,,,gas,5267,clean,automatic,,,,,,al
7312817755,dothan,31990,2013,toyota,tundra double cab pickup,good,8 cylinders,gas,55068,clean,other,5TFUY5F19DX303623,4wd,,pickup,,al
7312786668,dothan,34990,2017,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,31728,clean,other,1GTV2MECXHZ377968,4wd,,pickup,white,al
7312730829,dothan,29990,2014,chevrolet,silverado 1500 double,good,8 cylinders,gas,26129,clean,other,1GCVKREC7EZ196951,4wd,,pickup,brown,al
7312380611,dothan,22990,2012,toyota,tacoma access cab pickup,good,,gas,37725,clean,other,5TFTX4CN6CX015282,,,pickup,white,al
7312337504,dothan,23990,2016,chevrolet,silverado 1500 regular,good,6 cylinders,gas,41568,clean,other,1GCNCNEH4GZ259783,,,pickup,white,al
7312333036,dothan,29990,2017,jeep,wrangler sport suv 2d,good,6 cylinders,gas,28680,clean,other,1C4AJWAG4HL704941,4wd,,other,black,al
7312333043,dothan,26990,2014,chevrolet,silverado 1500 crew,good,6 cylinders,gas,63129,clean,automatic,3GCPCREH5EG437908,,,pickup,black,al
7312276682,dothan,38990,2017,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,20676,clean,other,1C4BJWFG3HL547853,4wd,,other,red,al
7311999205,dothan,19900,2002,,maserati spyder,excellent,8 cylinders,gas,42000,clean,other,ZAMBB18A720006592,rwd,mid-size,convertible,red,al
7311993269,dothan,54852,2020,ford,f150 4x4 lariat 4wd f-150,,,gas,6487,clean,automatic,,,,,,al
7311960902,dothan,26590,2020,honda,civic si coupe 2d,good,,gas,9954,clean,other,2HGFC3A51LH751302,fwd,,coupe,silver,al
7311906888,dothan,46232,2020,ford,expedition xlt suv,,,gas,4,clean,automatic,,,,,,al
7311878172,dothan,18590,2018,honda,civic lx sedan 4d,good,,gas,28942,clean,other,19XFC2F59JE206832,fwd,,sedan,white,al
7311877957,dothan,21590,2018,honda,civic ex sedan 4d,good,,gas,7885,clean,other,2HGFC2F74JH589649,fwd,,sedan,,al
7311864621,dothan,34069,2017,ford,f150 xlt 4wd,,,gas,37323,clean,automatic,,,,,,al
7311844349,dothan,6500,2007,chevrolet,silverado,good,8 cylinders,gas,233000,clean,automatic,,4wd,,truck,white,al
7311801032,dothan,29590,2017,ford,expedition xlt sport,good,6 cylinders,gas,70760,clean,other,1FMJU1JT1HEA52352,4wd,,SUV,blue,al
7311801004,dothan,24990,2013,gmc,sierra 1500 extended cab sle,good,8 cylinders,gas,70559,clean,other,1GTR2VE73DZ402410,4wd,,pickup,black,al
7311663576,dothan,33464,2018,ford,f150 xlt 4wd,,,gas,55864,clean,automatic,,,,,,al
7311622363,dothan,5700,2007,jeep,grand cherokee,excellent,8 cylinders,gas,164000,clean,automatic,,4wd,full-size,SUV,red,al
7311618575,dothan,31889,2020,ford,edge sel suv,,,gas,5,clean,automatic,,,,,,al
7311617814,dothan,5675,2011,chevrolet,cruze,good,4 cylinders,gas,209000,clean,manual,,,,,blue,al
7311455761,dothan,22590,2013,ford,f150 super cab xl pickup 4d,good,6 cylinders,other,14169,clean,other,1FTEX1CMXDFB16329,,,pickup,silver,al
7311429758,dothan,22791,2018,chevrolet,equinox lt,,,gas,26345,clean,automatic,,,,,,al
7311420271,dothan,28750,2003,chevrolet,silverado 2500,like new,8 cylinders,diesel,20000,clean,automatic,,4wd,full-size,truck,white,al
7311402694,dothan,21590,2016,ram,1500 regular cab tradesman,good,6 cylinders,gas,35391,clean,other,3C6JR6AG7GG225053,,,pickup,black,al
7311395274,dothan,24500,2010,toyota,tundra crewmax,excellent,8 cylinders,gas,81100,clean,automatic,,rwd,full-size,pickup,silver,al
7311383154,dothan,27590,2017,chevrolet,colorado extended cab,good,6 cylinders,gas,35943,clean,other,1GCHTCEN5H1175799,4wd,,pickup,,al
7311364423,dothan,32560,2018,ford,f150 stx,,,gas,44849,clean,automatic,,,,,,al
7311338967,dothan,31990,2018,ram,1500 quad cab harvest pickup,good,6 cylinders,gas,27426,clean,other,1C6RR7GG8JS247420,4wd,,pickup,white,al
7311290909,dothan,37590,2019,ford,f150 supercrew cab xl,good,6 cylinders,gas,8663,clean,other,1FTEW1CP2KKC65268,,,pickup,,al
7311138134,dothan,43970,2020,ram,1500 big horn 4wd,,,gas,9111,clean,automatic,,,,,,al
7311090875,dothan,42891,2020,ford,f150 xlt 4wd f-150 4x4,,,gas,13,clean,automatic,,,,,,al
7311039643,dothan,4650,2005,chevrolet,equinox,good,6 cylinders,gas,227000,clean,automatic,,,,,red,al
7310914109,dothan,44079,2018,ford,expedition xlt,,,gas,16599,clean,automatic,,,,,,al
7310893125,dothan,15900,2011,mercedes-benz,benz glk 350,excellent,6 cylinders,gas,63000,clean,automatic,WDCGG5GB6BF531065,rwd,mid-size,SUV,white,al
7310885518,dothan,20590,2020,kia,soul lx wagon 4d,good,,gas,2834,clean,other,KNDJ23AU8L7109397,fwd,,wagon,,al
7310885479,dothan,15590,2014,acura,ilx 2.0l sedan 4d,good,,gas,100391,clean,automatic,19VDE1F35EE004823,fwd,,sedan,black,al
7310885376,dothan,32990,2018,jaguar,e-pace p250 s sport,good,,other,26685,clean,other,SADFJ2FX1J1Z13468,,,other,white,al
7310878643,dothan,16990,2013,acura,ilx 2.0l sedan 4d,good,,gas,59536,clean,other,19VDE1F73DE013439,fwd,,sedan,,al
7310789663,dothan,15590,2014,kia,soul wagon 4d,good,,gas,11657,clean,other,KNDJN2A2XE7087468,fwd,,wagon,,al
7310789148,dothan,20804,2020,ford,ecosport titanium suv,,,gas,7,clean,automatic,,,,,,al
7310653667,dothan,32831,2018,ford,f150 stx 4wd,,,gas,41380,clean,automatic,,,,,,al
7310631448,dothan,29668,2021,gmc,acadia sle,,,gas,1402,clean,automatic,,,,,,al
7310564399,dothan,12900,2007,,maserati quattroporte,good,,gas,121710,clean,automatic,,,,,silver,al
7310418096,dothan,45542,2021,ford,explorer limited suv,,,gas,3,clean,automatic,,,,,,al
7310396525,dothan,22590,2016,volvo,s60 t5 cross country,good,,gas,42755,clean,other,YV4612UMXG2000759,,,sedan,,al
7310378359,dothan,22750,2018,chevrolet,equinox lt,,,gas,27050,clean,automatic,,,,,,al
7310363398,dothan,36990,2019,volvo,s60 t6 inscription sedan,good,,gas,8141,clean,other,7JRA22TL6KG004114,,,sedan,white,al
7310344611,dothan,31990,2020,volvo,s60 t5 momentum sedan 4d,good,,gas,16594,clean,other,7JR102FK7LG060315,fwd,,sedan,,al
7310319913,dothan,28590,2019,volvo,s60 t5 momentum sedan 4d,good,,gas,18531,clean,other,7JR102FK4KG010003,fwd,,sedan,black,al
7310291492,dothan,15990,2014,volvo,s60 t5 premier plus sedan,good,,gas,46169,clean,other,YV1612FS8E2279019,fwd,,sedan,white,al
7310129016,dothan,54258,2020,ford,f150 lariat,,,gas,10378,clean,automatic,,,,,,al
7310113289,dothan,18989,2018,ford,fusion hybrid se,,,hybrid,20313,clean,automatic,,,,,,al
7309917647,dothan,29590,2017,lincoln,continental select sedan,good,6 cylinders,gas,35320,clean,other,1LN6L9TP6H5634048,,,sedan,black,al
7309876132,dothan,20590,2013,acura,mdx sport utility 4d,good,6 cylinders,gas,77087,clean,other,2HNYD2H30DH510846,,,other,silver,al
7309850211,dothan,54488,2020,ford,super duty f250 srw xl,,,diesel,10265,clean,automatic,,,,,,al
7309808334,dothan,19990,2015,infiniti,qx60 3.5 sport utility,good,,other,96003,clean,other,5N1AL0MM5FC519184,,,other,silver,al
7309808201,dothan,28990,2020,buick,encore gx essence sport,good,,gas,21,clean,other,KL4MMGSL4LB128069,,,other,white,al
7309746566,dothan,45306,2021,ford,explorer limited,,,gas,5,clean,automatic,,,,,,al
7309733868,dothan,29990,2018,alfa-romeo,romeo stelvio ti sport,good,,other,26978,clean,other,ZASFAKBN3J7B64774,,,hatchback,,al
7309721053,dothan,3800,2003,toyota,camry solara convertible,,,gas,150042,clean,automatic,,,,,,al
7309583185,dothan,11932,2016,hyundai,veloster hatchback,,,gas,51747,clean,automatic,,,,,,al
7309537229,dothan,52140,2020,ford,f150 lariat,,,gas,4011,clean,automatic,,,,,,al
7309495964,dothan,3000,1999,ford,ranger,,,gas,216000,clean,automatic,,,,,,al
7309387408,dothan,18053,2016,bmw,x3,like new,4 cylinders,gas,110000,clean,automatic,,4wd,mid-size,SUV,white,al
7309336830,dothan,31990,2018,audi,q5 premium sport utility 4d,good,,gas,19179,clean,other,WA1ANAFY7J2102310,,,other,,al
7309330055,dothan,15990,2016,,Scion iM Hatchback 4D,good,,gas,29652,clean,other,JTNKARJEXGJ517925,fwd,,hatchback,blue,al
7309326921,dothan,46273,2020,ford,f150 xlt 4wd f-150 4x4,,,gas,8,clean,automatic,,,,,,al
7309309267,dothan,33988,2006,,INTERNATIONAL 4300 BUCKET TRUCK,excellent,6 cylinders,diesel,100729,clean,automatic,,rwd,full-size,truck,white,al
7309279633,dothan,52242,2020,ford,f150 lariat 4wd f-150,,,gas,9155,clean,automatic,,,,,,al
7309271376,dothan,29590,2018,audi,a6 2.0t premium sedan 4d,good,,gas,13035,clean,other,WAUC8AFC6JN041814,fwd,,sedan,,al
7309236444,dothan,16590,2015,hyundai,sonata sport sedan 4d,good,,gas,26655,clean,other,5NPE34AF8FH021634,fwd,,sedan,white,al
7309199666,dothan,61998,2020,ford,f-150 lariat,excellent,,gas,11594,clean,automatic,1FTEW1E43LFB71655,,,,,al
7309171786,dothan,29990,2018,lexus,nx 300 sport utility 4d,good,,other,15923,clean,other,JTJYARBZ2J2097415,,,hatchback,white,al
7309039556,dothan,4000,2007,cadillac,dts,fair,8 cylinders,gas,141000,clean,automatic,,rwd,full-size,sedan,grey,al
7309035025,dothan,2000,2005,ford,five hundred,good,6 cylinders,gas,165000,clean,automatic,,fwd,full-size,sedan,black,al
7308972392,dothan,17860,2014,jeep,grand cherokee limited,,,gas,108321,clean,automatic,,,,,,al
7308971633,dothan,54488,2020,ford,f-150 lariat 4wd,,,gas,5459,clean,automatic,,,,,,al
7308831024,dothan,33990,2017,ram,1500 crew cab tradesman,good,8 cylinders,gas,17033,clean,other,3C6RR7KT7HG794054,4wd,,pickup,blue,al
7308801755,dothan,3,2020,ford,fusion se sedan,,,gas,10,clean,automatic,,,,,,al
7308801682,dothan,18681,2019,nissan,altima 2.5 sr sedan,,,gas,41979,clean,automatic,,,,,,al
7308796837,dothan,33990,2018,jeep,wrangler unlimited willys,good,6 cylinders,gas,34636,clean,other,1C4BJWDG2JL806552,4wd,,other,white,al
7308773311,dothan,36590,2019,gmc,sierra 1500 limited double,good,8 cylinders,gas,14222,clean,other,2GTV2LECXK1123316,4wd,,pickup,blue,al
7308740514,dothan,25990,2013,toyota,tacoma double cab,good,,other,64919,clean,other,3TMJU4GN2DM147344,,,pickup,white,al
7308672575,dothan,34590,2015,gmc,sierra 1500 crew cab sle,good,8 cylinders,gas,35423,clean,automatic,3GTU2UEC2FG198302,4wd,,pickup,,al
7308568396,dothan,14500,2013,chevrolet,silverado,,,gas,168700,clean,automatic,,,,,,al
7308463525,dothan,27296,2018,ford,explorer xlt,,,gas,28510,clean,automatic,,,,,,al
7308463415,dothan,20820,2020,ford,ecosport titanium,,,gas,6,clean,automatic,,,,,,al
7308424426,dothan,36590,2019,toyota,4runner sr5 sport utility,good,,other,35204,clean,other,JTEBU5JR8K5627439,4wd,,SUV,black,al
7308424151,dothan,25990,2017,toyota,tacoma access cab sr,good,,gas,22820,clean,other,5TFRX5GN9HX090138,,,pickup,,al
7308361925,dothan,24194,2020,ford,escape sel,excellent,,gas,3957,clean,automatic,1FMCU0H64LUB08530,,,,silver,al
7308255879,dothan,39954,2020,ford,explorer hybrid limited,,,hybrid,7585,clean,automatic,,,,,,al
7308255332,dothan,18913,2017,lincoln,mkz hybrid select,,,hybrid,33618,clean,automatic,,,,,,al
7308237814,dothan,28590,2017,jeep,wrangler sport suv 2d,good,6 cylinders,gas,37218,clean,other,1C4GJWAG4HL572192,4wd,,other,,al
7308237794,dothan,32990,2018,jeep,wrangler sahara (jk) sport,good,6 cylinders,gas,30533,clean,other,1C4AJWBGXJL935539,4wd,,SUV,black,al
7308213603,dothan,1800,2002,ford,sport trac,fair,6 cylinders,gas,280000,clean,automatic,,rwd,mid-size,pickup,white,al
7308209186,dothan,24193,2020,ford,escape sel,excellent,,gas,4664,clean,automatic,1FMCU0H61LUB17461,,,,,al
7308196509,dothan,27590,2013,toyota,tacoma access cab pickup,good,,other,43937,clean,other,5TFUU4EN6DX061948,4wd,,pickup,white,al
7307981724,dothan,2800,2006,,suzuki reno,fair,4 cylinders,gas,167000,clean,automatic,,fwd,compact,sedan,silver,al
7307940114,dothan,6500,1999,ford,mustang,good,8 cylinders,gas,126000,clean,automatic,,,,coupe,white,al
7307838374,dothan,23500,2015,chevrolet,silverado 1500 lt 4x4,excellent,8 cylinders,gas,132200,clean,automatic,,4wd,,,white,al
7307837641,dothan,3500,2003,buick,rainier awd,,,gas,187000,clean,automatic,,,,,,al
7307830686,dothan,11998,2014,hyundai,genesis coupe 2.0t,excellent,,gas,101085,clean,automatic,KMHHT6KD9EU114345,,,,blue,al
7307830550,dothan,4999,2006,nissan,pathfinder,,6 cylinders,gas,138000,clean,automatic,,,,,,al
7307786650,dothan,7250,2012,chevrolet,sonic,good,4 cylinders,gas,122000,clean,manual,,,,,blue,al
7307670289,dothan,19998,2020,ford,escape s,excellent,,gas,26561,clean,automatic,1FMCU0F67LUA59696,,,,,al
7307408798,dothan,4000,2001,jeep,grand cherokee,fair,6 cylinders,gas,117000,clean,automatic,,rwd,mid-size,SUV,white,al
7307301740,dothan,39998,2016,ford,f-150 platinum,excellent,,gas,74046,clean,automatic,1FTEW1EG9GFB00475,,,,black,al
7307285584,dothan,28990,2017,gmc,acadia slt-1 sport utility,good,6 cylinders,gas,18041,clean,other,1GKKNMLS2HZ305977,fwd,,SUV,,al
7307285607,dothan,28590,2018,gmc,acadia sle-2 sport utility,good,6 cylinders,gas,20736,clean,other,1GKKNLLS2JZ178034,fwd,,other,white,al
7307285525,dothan,16590,2013,lincoln,mkz sedan 4d,good,,gas,61087,clean,other,3LN6L2G99DR819673,fwd,,sedan,red,al
7307170097,dothan,20590,2017,lincoln,mkz premiere sedan 4d,good,,gas,36436,clean,other,3LN6L5A97HR666209,fwd,,sedan,,al
7307150133,dothan,48407,2020,ford,expedition max xlt,excellent,,gas,13864,clean,automatic,1FMJK1HTXLEA25218,,,,black,al
7307142288,dothan,15590,2012,mitsubishi,outlander se sport,good,,gas,55110,clean,automatic,JA4JT3AW4CU019108,4wd,,SUV,blue,al
7306864678,dothan,18800,1978,chevrolet,,good,8 cylinders,gas,9999,clean,automatic,,rwd,,pickup,orange,al
7306783878,dothan,39998,2020,ford,explorer limited,excellent,,gas,19891,clean,automatic,1FMSK8FH0LGB83213,,,,white,al
7306728369,dothan,16990,2014,acura,ilx 2.0l sedan 4d,good,,other,44473,clean,other,19VDE1F37EE001597,,,sedan,silver,al
7306689188,dothan,14990,2016,kia,soul + wagon 4d,good,,gas,43223,clean,other,KNDJP3A58G7371789,fwd,,wagon,,al
7306641201,dothan,19590,2017,kia,soul ! wagon 4d,good,,other,13688,clean,other,KNDJX3AA9H7495679,fwd,,wagon,red,al
7306641172,dothan,35990,2018,jaguar,e-pace p250 se sport,good,,gas,8490,clean,other,SADFP2FX0J1Z05358,,,other,black,al
7306632401,dothan,43063,2018,ford,f-150 lariat,excellent,,gas,64983,clean,automatic,1FTEW1EG5JKF63972,,,,white,al
7306602676,dothan,40990,2017,lincoln,navigator l select sport,good,,other,31843,clean,automatic,5LMJJ3JT2HEL11304,4wd,,SUV,black,al
7306267242,dothan,82998,2020,gmc,sierra 3500hd denali,excellent,,gas,8420,clean,automatic,1GT49WEY0LF270114,,,,black,al
7306238676,dothan,12990,2013,volvo,s60 t5 sedan 4d,good,,gas,86614,clean,other,YV1612FS8D2218929,fwd,,sedan,black,al
7306238456,dothan,25990,2018,volvo,s60 t5 inscription sedan,good,,diesel,22834,clean,other,LYV402TK9JB177497,,,sedan,,al
7306172579,dothan,36590,2019,volvo,s60 t6 r-design sedan 4d,good,,gas,7618,clean,other,7JRA22TM2KG013336,,,sedan,white,al
7306125892,dothan,18990,2015,volvo,s60 t5 premier sedan 4d,good,,other,37238,clean,other,YV126MFK8F1362663,,,sedan,silver,al
7306082118,dothan,35990,2019,volvo,s60 t6 r-design sedan 4d,good,,other,15567,clean,other,7JRA22TM4KG006873,,,sedan,red,al
7305965940,dothan,0,2013,,Other,,,other,0,clean,other,1.31313E+16,,,other,,al
7305886883,dothan,4150,2006,,suzuki forenza,good,4 cylinders,gas,101000,clean,automatic,,,,,green,al
7305875714,dothan,3875,2001,kia,spectra,good,4 cylinders,gas,206000,clean,automatic,,,,,silver,al
7305866002,dothan,4450,2000,ford,expedition,good,8 cylinders,gas,171000,clean,automatic,,,,,black,al
7305812883,dothan,3000,2005,chrysler,town and country,good,6 cylinders,gas,290000,clean,automatic,,,,,,al
7305800930,dothan,3000,2001,pontiac,montana,good,6 cylinders,gas,253000,clean,automatic,,,,,white,al
7305789367,dothan,4125,2007,ford,taurus,good,6 cylinders,gas,178000,clean,automatic,,,,,green,al
7305728568,dothan,22590,2020,buick,encore gx select sport,good,,other,5144,clean,other,KL4MMDSL8LB104338,,,SUV,red,al
7305728363,dothan,38990,2020,infiniti,qx60 luxe sport utility,good,6 cylinders,gas,5279,clean,other,5N1DL0MN9LC508268,fwd,,other,black,al
7305707837,dothan,8900,1970,chevrolet,c10,,,gas,108000,clean,manual,,,,,,al
7305704621,dothan,8900,2016,kia,forte,,,gas,84000,clean,manual,,,,,,al
7305701098,dothan,6300,2013,dodge,avenger,,,gas,127000,clean,automatic,,,,,,al
7305696293,dothan,7900,2013,hyundai,elantra,,,gas,107000,clean,automatic,,,,,,al
7305692925,dothan,9300,2012,honda,civic,,,gas,100600,clean,automatic,,,,,,al
7305672261,dothan,0,2018,chevrolet,express cargo van,like new,6 cylinders,gas,68472,clean,automatic,1GCWGAFP8J1309579,rwd,full-size,van,white,al
7305672264,dothan,0,2019,chevrolet,express cargo van,like new,6 cylinders,gas,69125,clean,automatic,1GCWGAFP4K1214373,rwd,full-size,van,white,al
7305672248,dothan,0,2018,chevrolet,express cargo van,like new,6 cylinders,gas,66555,clean,automatic,1GCWGAFPXJ1337903,rwd,full-size,van,white,al
7305652525,dothan,33990,2018,alfa-romeo,romeo stelvio ti sport suv,good,,gas,23753,clean,other,ZASFAKNN6J7B70368,,,hatchback,,al
7305606810,dothan,27990,2017,lincoln,continental select sedan,good,6 cylinders,gas,19492,clean,automatic,1LN6L9TK4H5636420,,,sedan,,al
7305585650,dothan,29998,2020,dodge,challenger sxt,excellent,,gas,6062,clean,automatic,2C3CDZAG4LH161814,,,,black,al
7305559995,dothan,39990,2020,acura,mdx sh-awd sport utility,good,6 cylinders,gas,1237,clean,other,5J8YD4H39LL041518,,,other,white,al
7305551849,dothan,55000,2019,chevrolet,silverado,like new,8 cylinders,gas,58000,clean,automatic,,4wd,mid-size,truck,white,al
7305505150,dothan,4500,1994,honda,accord,good,4 cylinders,gas,184000,clean,manual,,fwd,full-size,sedan,blue,al
7305214769,dothan,36590,2018,audi,q5 prestige sport utility,good,,gas,32409,clean,other,WA1CNAFY2J2139581,,,SUV,red,al
7305170355,dothan,18590,2018,hyundai,sonata sel sedan 4d,good,,gas,22075,clean,other,5NPE34AF7JH658815,fwd,,sedan,white,al
7305158423,dothan,51325,2020,ford,f150 lariat 4wd,,,gas,5503,clean,automatic,,,,,,al
7305140300,dothan,14990,2016,,Scion iM Hatchback 4D,good,,gas,65203,clean,other,JTNKARJE4GJ508198,fwd,,hatchback,red,al
7305140219,dothan,30990,2018,lexus,nx 300h sport utility 4d,good,,hybrid,27205,clean,automatic,JTJBJRBZXJ2094073,,,hatchback,silver,al
